"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"4784","no checking",12,"critical/order existing credit","new car",1495,"<100",">=7",4,"male single","none",1,"real estate",38,"stores","own",2,"unskilled resident",2,"0","1","good"
"4785","<0",36,"existing paid","other",15829.47,"<100","unemployed",2,"male div/sep","co applicant",3,"car",43,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4786","0<=X<200",20,"delayed previously","other",2629,"<100","1<=X<4",2,"male single","none",3,"car",29,"bank","own",2,"skilled",1,"1","1","good"
"4787","0<=X<200",15,"existing paid","radio/tv",1444,"no known savings","<1",4,"male single","none",1,"life insurance",23,"stores","own",1,"skilled",1,"0","1","good"
"4788","no checking",9,"critical/order existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"stores","own",3,"skilled",1,"1","1","good"
"4789",">=200",24,"existing paid","radio/tv",1377,"100<=X<500",">=7",4,"female div/dep/mar","none",2,"no known property",47,"stores","for free",1,"skilled",1,"1","1","good"
"4790","<0",6,"critical/order existing credit","radio/tv",1957,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",31,"stores","own",1,"skilled",1,"0","1","good"
"4791","no checking",6,"existing paid","radio/tv",1753.34,"100<=X<500",">=7",2,"male single","none",4,"no known property",42,"bank","for free",1,"skilled",2,"1","1","good"
"4792",">=200",10,"critical/order existing credit","radio/tv",1347,"no known savings","4<=X<7",4,"male single","none",2,"life insurance",27,"stores","own",2,"skilled",1,"1","1","good"
"4793","0<=X<200",18,"existing paid","business",1913,">=1000","<1",3,"male mar/wid","none",3,"real estate",36,"bank","own",1,"skilled",1,"1","1","good"
"4794","0<=X<200",12,"critical/order existing credit","radio/tv",3573,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",23,"stores","own",1,"unskilled resident",1,"0","1","good"
"4795","0<=X<200",6,"existing paid","radio/tv",753,"<100","1<=X<4",2,"female div/dep/mar","guarantor",3,"real estate",64,"stores","own",1,"skilled",1,"0","1","good"
"4796","0<=X<200",12,"existing paid","new car",7472,"no known savings","unemployed",1,"female div/dep/mar","none",2,"real estate",24,"stores","rent",1,"unemp/unskilled non res",1,"0","1","good"
"4797","<0",40,"critical/order existing credit","repairs",3394,"<100","unemployed",4,"male single","co applicant",4,"car",65,"stores","own",2,"unemp/unskilled non res",1,"0","1","good"
"4798","0<=X<200",10,"existing paid","new car",7308,"<100","unemployed",2,"male single","none",4,"no known property",70,"bank","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4799",">=200",12,"existing paid","new car",1330,"<100","<1",4,"male single","none",1,"real estate",26,"stores","own",1,"skilled",1,"0","1","good"
"4800","no checking",15,"critical/order existing credit","used car",3368,">=1000",">=7",3,"male single","none",4,"no known property",23,"stores","rent",2,"skilled",1,"1","1","good"
"4801","no checking",36,"critical/order existing credit","business",6304,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"0","1","good"
"4802","no checking",30,"critical/order existing credit","radio/tv",2831,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",33,"stores","own",1,"skilled",1,"1","1","good"
"4803","no checking",12,"existing paid","new car",2859,"no known savings","unemployed",4,"male single","none",4,"no known property",38,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4804","0<=X<200",18,"existing paid","repairs",3872,"<100","unemployed",2,"female div/dep/mar","none",4,"car",67,"stores","own",1,"skilled",1,"1","1","good"
"4805","no checking",12,"existing paid","new car",2390,"no known savings",">=7",4,"male single","none",3,"car",50,"stores","own",1,"skilled",1,"1","1","good"
"4806","<0",36,"existing paid","new car",3249,"<100","4<=X<7",2,"male single","none",4,"no known property",39,"bank","for free",1,"high qualif/self emp/mgmt",2,"1","1","good"
"4807","<0",12,"critical/order existing credit","used car",1526,"<100",">=7",4,"male single","none",4,"no known property",66,"stores","for free",2,"high qualif/self emp/mgmt",1,"0","1","good"
"4808","no checking",36,"critical/order existing credit","used car",5842,"<100",">=7",2,"male single","none",2,"life insurance",35,"stores","own",2,"skilled",2,"1","1","good"
"4809","no checking",12,"existing paid","radio/tv",707,"<100","1<=X<4",4,"male single","none",2,"real estate",30,"bank","own",2,"skilled",1,"0","1","good"
"4810","no checking",6,"no credits/all paid","radio/tv",426,"<100",">=7",4,"male mar/wid","none",4,"car",39,"stores","own",1,"unskilled resident",1,"0","1","good"
"4811","no checking",36,"existing paid","used car",4686,"<100","1<=X<4",2,"male single","none",2,"no known property",32,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4812","no checking",12,"existing paid","business",2185.8,"<100","4<=X<7",2,"male single","none",4,"car",36,"stores","own",1,"skilled",1,"1","1","good"
"4813","no checking",18,"critical/order existing credit","radio/tv",1582,">=1000",">=7",4,"male single","none",4,"car",46,"stores","own",2,"skilled",1,"0","1","good"
"4814","no checking",24,"existing paid","radio/tv",2284,"<100","4<=X<7",4,"male single","none",2,"car",28,"stores","own",1,"skilled",1,"1","1","good"
"4815","no checking",36,"critical/order existing credit","used car",11054,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4816","no checking",24,"critical/order existing credit","radio/tv",2223,"100<=X<500",">=7",4,"male single","none",4,"life insurance",52,"bank","own",2,"skilled",1,"0","1","good"
"4817","no checking",48,"delayed previously","radio/tv",12749,"500<=X<1000","4<=X<7",4,"male single","none",1,"car",37,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4818","no checking",18,"critical/order existing credit","furniture/equipment",3780,"<100","<1",3,"male div/sep","none",2,"car",35,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4819","no checking",12,"critical/order existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4820","no checking",24,"critical/order existing credit","radio/tv",1512.82,">=1000","1<=X<4",4,"female div/dep/mar","none",1,"real estate",43,"stores","own",2,"unskilled resident",1,"0","1","good"
"4821","no checking",12,"critical/order existing credit","business",1264,"no known savings",">=7",4,"male single","none",4,"no known property",57,"stores","rent",1,"unskilled resident",1,"0","1","good"
"4822","0<=X<200",12,"no credits/all paid","retraining",1410,"<100","1<=X<4",2,"male single","none",2,"real estate",31,"stores","own",1,"unskilled resident",1,"1","1","good"
"4823","<0",6,"critical/order existing credit","radio/tv",1169,"no known savings",">=7",4,"male single","none",4,"real estate",67,"stores","own",2,"skilled",1,"1","1","good"
"4824","0<=X<200",12,"no credits/all paid","retraining",1410,"<100","1<=X<4",2,"male single","none",2,"real estate",31,"stores","own",1,"unskilled resident",1,"1","1","good"
"4825","no checking",6,"existing paid","radio/tv",2108,"<100","4<=X<7",2,"male mar/wid","none",2,"real estate",29,"stores","rent",1,"skilled",1,"0","1","good"
"4826","0<=X<200",12,"existing paid","new car",2002,"<100","4<=X<7",3,"male single","none",4,"life insurance",30,"stores","rent",1,"skilled",2,"1","1","good"
"4827","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"4828","no checking",6,"existing paid","furniture/equipment",2978,"500<=X<1000","1<=X<4",1,"male single","none",2,"car",32,"stores","own",1,"skilled",1,"1","1","good"
"4829","no checking",18,"critical/order existing credit","radio/tv",2404,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"stores","own",2,"skilled",1,"0","1","good"
"4830","no checking",36,"existing paid","new car",909,"500<=X<1000",">=7",4,"male single","none",4,"life insurance",36,"stores","own",1,"skilled",1,"0","1","good"
"4831","no checking",10,"existing paid","education",727,"500<=X<1000",">=7",4,"male single","none",4,"no known property",46,"stores","for free",1,"skilled",1,"1","1","good"
"4832","no checking",15,"existing paid","radio/tv",3568,"<100",">=7",4,"female div/dep/mar","none",2,"car",54,"bank","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4833","0<=X<200",18,"existing paid","repairs",3872,"<100","unemployed",2,"female div/dep/mar","none",4,"car",67,"stores","own",1,"skilled",1,"1","1","good"
"4834","no checking",36,"critical/order existing credit","business",6304,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"0","1","good"
"4835",">=200",12,"existing paid","radio/tv",1881,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"stores","rent",1,"unskilled resident",1,"1","1","good"
"4836","no checking",24,"critical/order existing credit","new car",2463,"100<=X<500","4<=X<7",4,"male mar/wid","none",3,"life insurance",27,"stores","own",2,"skilled",1,"1","1","good"
"4837","no checking",18,"critical/order existing credit","used car",3850,"<100","4<=X<7",3,"male single","none",1,"car",27,"stores","own",2,"skilled",1,"0","1","good"
"4838","<0",6,"existing paid","new car",662,"<100","<1",3,"male single","none",3,"real estate",41,"stores","own",1,"unskilled resident",2,"1","1","good"
"4839","0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"0","1","good"
"4840","no checking",24,"existing paid","retraining",937,"<100","<1",4,"male mar/wid","none",3,"car",27,"stores","own",2,"unskilled resident",1,"0","1","good"
"4841","no checking",12,"critical/order existing credit","radio/tv",1934,"<100",">=7",2,"male single","none",2,"no known property",26,"stores","own",2,"skilled",1,"0","1","good"
"4842","0<=X<200",20,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"1","1","good"
"4843","no checking",24,"existing paid","new car",3757,"<100",">=7",4,"female div/dep/mar","co applicant",4,"no known property",62,"stores","for free",1,"skilled",1,"1","1","good"
"4844","no checking",12,"existing paid","radio/tv",886,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"car",21,"stores","own",1,"skilled",1,"0","1","good"
"4845","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"4846",">=200",21,"existing paid","new car",2923,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"bank","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4847","<0",12,"existing paid","furniture/equipment",2578,"<100","unemployed",3,"female div/dep/mar","none",4,"no known property",55,"stores","for free",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4848",">=200",18,"existing paid","new car",1961,"<100",">=7",3,"female div/dep/mar","none",2,"car",23,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4849","no checking",6,"existing paid","domestic appliance",1338,"500<=X<1000","1<=X<4",1,"male div/sep","none",4,"real estate",62,"stores","own",1,"skilled",1,"0","1","good"
"4850","0<=X<200",14,"existing paid","business",1410,"500<=X<1000",">=7",1,"male mar/wid","none",2,"real estate",35,"stores","own",1,"skilled",1,"1","1","good"
"4851","no checking",24,"critical/order existing credit","radio/tv",2872,"100<=X<500",">=7",3,"male single","none",4,"real estate",36,"stores","own",1,"skilled",2,"1","1","good"
"4852","no checking",12,"critical/order existing credit","radio/tv",1934,"<100",">=7",2,"male single","none",2,"no known property",26,"stores","own",2,"skilled",1,"0","1","good"
"4853","<0",6,"existing paid","furniture/equipment",428,"<100",">=7",2,"female div/dep/mar","none",1,"life insurance",49,"bank","own",1,"skilled",1,"1","1","good"
"4854","0<=X<200",18,"critical/order existing credit","furniture/equipment",1295,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"stores","own",2,"skilled",1,"0","1","good"
"4855","no checking",24,"critical/order existing credit","used car",6842,"no known savings","1<=X<4",2,"male single","none",4,"life insurance",46,"stores","own",2,"high qualif/self emp/mgmt",2,"1","1","good"
"4856","<0",6,"critical/order existing credit","new car",1361,"<100","<1",2,"male single","none",4,"real estate",40,"stores","own",1,"unskilled resident",2,"0","0","good"
"4857","<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"1","1","good"
"4858","0<=X<200",18,"existing paid","radio/tv",1113,"<100","1<=X<4",4,"female div/dep/mar","guarantor",4,"real estate",26,"stores","own",1,"unskilled resident",2,"0","1","good"
"4859","0<=X<200",6,"existing paid","radio/tv",2063,"<100","<1",4,"male mar/wid","none",3,"car",30,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4860","no checking",12,"critical/order existing credit","radio/tv",1934,"<100",">=7",2,"male single","none",2,"no known property",26,"stores","own",2,"skilled",1,"0","1","good"
"4861","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"4862","<0",12,"existing paid","furniture/equipment",1620,"<100","1<=X<4",2,"female div/dep/mar","co applicant",3,"life insurance",30,"stores","own",1,"skilled",1,"0","1","good"
"4863","<0",18,"critical/order existing credit","radio/tv",1880,"<100","4<=X<7",4,"male mar/wid","none",1,"life insurance",32,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4864","no checking",6,"existing paid","education",1538,"<100","<1",1,"female div/dep/mar","none",2,"no known property",56,"stores","own",1,"skilled",1,"0","1","good"
"4865","no checking",9,"critical/order existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"stores","own",3,"skilled",1,"1","1","good"
"4866","0<=X<200",9,"existing paid","furniture/equipment",2030,"no known savings","4<=X<7",2,"male single","none",1,"car",24,"stores","own",1,"skilled",1,"1","1","good"
"4867","no checking",12,"critical/order existing credit","new car",682,"100<=X<500","4<=X<7",4,"female div/dep/mar","none",3,"car",51,"stores","own",2,"skilled",1,"1","1","good"
"4868","0<=X<200",9,"existing paid","radio/tv",790,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",66,"stores","own",1,"unskilled resident",1,"0","1","good"
"4869","<0",12,"existing paid","furniture/equipment",2578,"<100","unemployed",3,"female div/dep/mar","none",4,"no known property",55,"stores","for free",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4870","no checking",14,"delayed previously","new car",802,"<100","1<=X<4",4,"male single","none",2,"car",27,"stores","own",2,"unskilled resident",1,"0","1","good"
"4871","<0",30,"no credits/all paid","furniture/equipment",4583,"<100","1<=X<4",2,"male div/sep","guarantor",2,"real estate",32,"stores","own",2,"skilled",1,"0","1","good"
"4872",">=200",42,"critical/order existing credit","used car",4796,"<100",">=7",4,"male single","none",4,"no known property",56,"stores","for free",1,"skilled",1,"0","1","good"
"4873","no checking",15,"existing paid","furniture/equipment",2186,"no known savings","4<=X<7",1,"female div/dep/mar","none",4,"real estate",33,"bank","rent",1,"unskilled resident",1,"0","1","good"
"4874","0<=X<200",6,"existing paid","radio/tv",590,"<100","<1",3,"male mar/wid","none",3,"real estate",26,"stores","own",1,"unskilled resident",1,"0","0","good"
"4875","no checking",48,"critical/order existing credit","education",6110,"<100","1<=X<4",1,"male single","none",3,"no known property",31,"bank","for free",1,"skilled",1,"1","1","good"
"4876","<0",21,"existing paid","radio/tv",2606,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",28,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4877","0<=X<200",24,"existing paid","furniture/equipment",4462.72,"no known savings","1<=X<4",1,"female div/dep/mar","none",4,"life insurance",48,"stores","own",1,"unskilled resident",1,"1","1","good"
"4878","no checking",12,"critical/order existing credit","radio/tv",976,"no known savings",">=7",4,"male single","none",4,"car",35,"stores","own",2,"skilled",1,"0","1","good"
"4879","no checking",12,"existing paid","new car",1884,"<100",">=7",4,"male single","none",4,"car",39,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4880","<0",15,"delayed previously","furniture/equipment",3643,"<100",">=7",1,"female div/dep/mar","none",4,"life insurance",27,"stores","own",2,"unskilled resident",1,"0","1","good"
"4881","0<=X<200",24,"existing paid","furniture/equipment",3069,"100<=X<500",">=7",4,"male single","none",4,"no known property",30,"stores","for free",1,"skilled",1,"0","1","good"
"4882","<0",12,"existing paid","furniture/equipment",1858,"<100","<1",4,"female div/dep/mar","none",1,"car",22,"stores","rent",1,"skilled",1,"0","1","good"
"4883","no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"1","1","good"
"4884","0<=X<200",24,"delayed previously","business",4712,"no known savings","1<=X<4",4,"male single","none",2,"life insurance",37,"bank","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4885","no checking",36,"existing paid","used car",8133,"<100","1<=X<4",1.09,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"0","1","good"
"4886","no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"stores","own",1,"skilled",1,"0","1","good"
"4887","0<=X<200",18,"critical/order existing credit","furniture/equipment",6814.2,"<100","unemployed",4,"male single","none",4,"life insurance",40,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4888","0<=X<200",12,"existing paid","radio/tv",1158,"500<=X<1000","1<=X<4",3,"male div/sep","none",1,"car",26,"stores","own",1,"skilled",1,"1","1","good"
"4889","0<=X<200",13,"existing paid","furniture/equipment",3017,"<100","<1",3,"female div/dep/mar","none",1,"real estate",34,"stores","rent",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4890","no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"0","1","good"
"4891","<0",24,"existing paid","furniture/equipment",4020,"<100","1<=X<4",2,"male single","none",2,"car",27,"stores","own",1,"skilled",1,"0","1","good"
"4892","no checking",36,"critical/order existing credit","new car",3535,"<100","4<=X<7",4,"male single","none",4,"car",37,"stores","own",2,"skilled",1,"1","1","good"
"4893","no checking",60,"delayed previously","radio/tv",15653,"<100","4<=X<7",2,"male single","none",4,"car",21,"stores","own",2,"skilled",1,"1","1","good"
"4894","0<=X<200",36,"critical/order existing credit","radio/tv",2337,"<100",">=7",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"0","1","good"
"4895","no checking",24,"critical/order existing credit","radio/tv",2424,"no known savings",">=7",4,"male single","none",4,"life insurance",53,"stores","own",2,"skilled",1,"0","1","good"
"4896","<0",15,"critical/order existing credit","furniture/equipment",975,"<100","1<=X<4",2,"male div/sep","none",3,"life insurance",25,"stores","own",2,"skilled",1,"0","1","good"
"4897","0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",28,"stores","own",2,"skilled",1,"0","1","good"
"4898","0<=X<200",12,"existing paid","new car",7472,"no known savings","unemployed",1,"female div/dep/mar","none",2,"real estate",24,"stores","rent",1,"unemp/unskilled non res",1,"0","1","good"
"4899","<0",20,"critical/order existing credit","furniture/equipment",4272,"<100",">=7",1,"female div/dep/mar","none",4,"life insurance",24,"stores","own",2,"skilled",1,"0","1","good"
"4900","no checking",24,"existing paid","furniture/equipment",929,"no known savings","4<=X<7",4,"male single","none",2,"car",31,"stores","own",1,"skilled",1,"1","1","good"
"4901","no checking",10,"existing paid","new car",1364,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",64,"stores","own",1,"skilled",1,"1","1","good"
"4902","<0",6,"existing paid","radio/tv",2647,"500<=X<1000","1<=X<4",2,"male single","none",3,"real estate",44,"stores","rent",1,"skilled",2,"0","1","good"
"4903","no checking",12,"critical/order existing credit","radio/tv",717,"<100",">=7",4,"male single","none",4,"real estate",52,"stores","own",3,"skilled",1,"0","1","good"
"4904","0<=X<200",12,"existing paid","radio/tv",2930,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"skilled",1,"0","1","good"
"4905","no checking",36,"existing paid","used car",8133,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"0","1","good"
"4906","no checking",24,"existing paid","used car",5433,"no known savings","unemployed",2,"female div/dep/mar","none",4,"life insurance",26,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4907","0<=X<200",18,"existing paid","business",1913,">=1000","<1",3,"male mar/wid","none",3,"real estate",36,"bank","own",1,"skilled",1,"1","1","good"
"4908","no checking",30,"existing paid","radio/tv",2333,"500<=X<1000",">=7",4,"male single","none",2,"car",30,"bank","own",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4909","0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"0","1","good"
"4910","no checking",12,"existing paid","furniture/equipment",1574,"<100","1<=X<4",4,"male single","none",2,"real estate",50,"stores","own",1,"skilled",1,"0","1","good"
"4911","no checking",54,"no credits/all paid","used car",9436,"no known savings","1<=X<4",2,"male single","none",2,"life insurance",39,"stores","own",1,"unskilled resident",2,"0","1","good"
"4912","no checking",24,"critical/order existing credit","furniture/equipment",5150,"<100",">=7",4,"male single","none",4,"car",33,"stores","own",1,"skilled",1,"1","1","good"
"4913","no checking",24,"critical/order existing credit","business",4139,"100<=X<500","1<=X<4",3,"male single","none",3,"life insurance",27,"stores","own",2,"unskilled resident",1,"1","1","good"
"4914","no checking",24,"existing paid","radio/tv",3430,"500<=X<1000",">=7",3,"male single","none",2,"car",31,"stores","own",1,"skilled",2,"1","1","good"
"4915","no checking",12,"critical/order existing credit","furniture/equipment",1592,">=1000","4<=X<7",3,"female div/dep/mar","none",2,"life insurance",35,"stores","own",1,"skilled",1,"0","0","good"
"4916","<0",12,"existing paid","furniture/equipment",2578,"<100","unemployed",3,"female div/dep/mar","none",4,"no known property",55,"stores","for free",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4917","no checking",12,"existing paid","radio/tv",3077,"<100","1<=X<4",2,"male single","none",4,"car",52,"stores","own",1,"skilled",1,"1","1","good"
"4918","0<=X<200",36,"existing paid","education",3711,"no known savings","1<=X<4",2,"male mar/wid","none",2,"car",27,"stores","own",1,"skilled",1,"0","1","good"
"4919","0<=X<200",20,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"1","1","good"
"4920","0<=X<200",9,"existing paid","new car",1549,"no known savings","<1",4,"male single","none",2,"real estate",35,"stores","own",1,"unemp/unskilled non res",1,"0","1","good"
"4921","0<=X<200",21,"existing paid","furniture/equipment",3976,"no known savings","4<=X<7",2,"male single","none",3,"car",35,"stores","own",1,"skilled",1,"1","1","good"
"4922","no checking",9,"existing paid","education",3832,"no known savings",">=7",1,"male single","none",4,"real estate",64,"stores","own",1,"unskilled resident",1,"0","1","good"
"4923","0<=X<200",6,"existing paid","radio/tv",1068,"<100",">=7",4,"male single","none",4,"car",28,"stores","own",1,"skilled",2,"0","1","good"
"4924","no checking",36,"existing paid","radio/tv",3835,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",45,"stores","own",1,"unskilled resident",1,"1","1","good"
"4925","0<=X<200",12,"critical/order existing credit","used car",1860,"<100","unemployed",4,"male single","none",2,"car",34,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4926","0<=X<200",18,"critical/order existing credit","business",1887,"no known savings","1<=X<4",4,"male mar/wid","none",4,"real estate",28,"bank","own",2,"skilled",1,"0","1","good"
"4927","<0",47,"existing paid","new car",10722,"<100","<1",1,"female div/dep/mar","none",1,"real estate",35,"stores","own",1,"unskilled resident",1,"1","1","good"
"4928","no checking",24,"delayed previously","used car",4679,"<100","4<=X<7",3,"male single","none",2,"car",35,"stores","own",2,"unskilled resident",1,"1","1","good"
"4929","no checking",48,"critical/order existing credit","radio/tv",3578,"no known savings",">=7",4,"male single","none",1,"real estate",47,"stores","own",1,"skilled",1,"1","1","good"
"4930","0<=X<200",18,"critical/order existing credit","furniture/equipment",3612,"<100",">=7",3,"female div/dep/mar","none",4,"life insurance",37,"stores","own",1,"skilled",1,"1","1","good"
"4931","0<=X<200",7,"existing paid","radio/tv",2576,"<100","1<=X<4",2,"male single","guarantor",2,"real estate",35,"stores","own",1,"skilled",1,"0","1","good"
"4932","<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"male single","none",1,"life insurance",31,"bank","own",1,"skilled",1,"1","1","good"
"4933",">=200",30,"critical/order existing credit","radio/tv",3656,"no known savings",">=7",4,"male single","none",4,"life insurance",49,"stores","own",2,"unskilled resident",1,"0","1","good"
"4934","<0",12,"delayed previously","new car",1344,"<100","1<=X<4",4,"male single","none",2,"real estate",43,"stores","own",2,"unskilled resident",2,"0","1","good"
"4935","no checking",20,"critical/order existing credit","new car",3485,"no known savings","<1",2,"male div/sep","none",4,"real estate",44,"stores","own",2,"skilled",1,"1","1","good"
"4936",">=200",12,"existing paid","radio/tv",3016,"<100","1<=X<4",3,"male mar/wid","none",1,"car",24,"stores","own",1,"skilled",1,"0","1","good"
"4937","0<=X<200",30,"critical/order existing credit","new car",2181,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"0","1","good"
"4938","no checking",10,"existing paid","new car",1546,"<100","1<=X<4",3,"male single","none",2,"real estate",31,"stores","own",1,"unskilled resident",2,"0","0","good"
"4939","no checking",24,"critical/order existing credit","furniture/equipment",3777,">=1000","1<=X<4",4,"male single","none",4,"real estate",50,"stores","own",1,"skilled",1,"1","1","good"
"4940","0<=X<200",6,"existing paid","repairs",454,"<100","<1",3,"male mar/wid","none",1,"life insurance",22,"stores","own",1,"unskilled resident",1,"0","1","good"
"4941","no checking",18,"existing paid","radio/tv",2051,"<100","<1",4,"male single","none",1,"real estate",33,"stores","own",1,"skilled",1,"0","1","good"
"4942","<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"male single","none",1,"no known property",50,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4943","<0",12,"existing paid","furniture/equipment",3590,"<100","1<=X<4",2,"male single","co applicant",2,"life insurance",29,"stores","own",1,"unskilled resident",2,"0","1","good"
"4944","no checking",6,"existing paid","radio/tv",2108,"<100","4<=X<7",2,"male mar/wid","none",2,"real estate",29,"stores","rent",1,"skilled",1,"0","1","good"
"4945","0<=X<200",14,"existing paid","business",1410,"500<=X<1000",">=7",1,"male mar/wid","none",1,"real estate",35,"stores","own",1,"skilled",1,"1","1","good"
"4946","no checking",24,"existing paid","business",1258,"<100","4<=X<7",4,"male single","none",1,"real estate",25,"stores","own",1,"skilled",1,"1","1","good"
"4947","no checking",12,"critical/order existing credit","furniture/equipment",1402,"500<=X<1000","4<=X<7",3,"female div/dep/mar","none",4,"car",37,"stores","rent",1,"skilled",1,"1","1","good"
"4948","<0",27,"critical/order existing credit","business",2442,"<100",">=7",4,"male single","none",4,"car",43,"stores","own",4,"high qualif/self emp/mgmt",2,"1","1","good"
"4949","no checking",12,"critical/order existing credit","radio/tv",930,"no known savings",">=7",4,"male single","none",4,"real estate",65,"stores","own",4,"skilled",1,"0","1","good"
"4950","0<=X<200",24,"critical/order existing credit","radio/tv",1743,"<100",">=7",4,"male single","none",2,"life insurance",48,"stores","own",2,"unskilled resident",1,"0","1","good"
"4951","0<=X<200",24,"delayed previously","new car",1965,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",42,"stores","rent",2,"skilled",1,"1","1","good"
"4952","<0",24,"existing paid","used car",2964,"no known savings",">=7",4,"male single","none",4,"no known property",49,"bank","for free",1,"skilled",2,"1","1","good"
"4953","<0",30,"existing paid","used car",3857,"<100","1<=X<4",4,"male div/sep","none",4,"life insurance",40,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
